,Unnamed: 0.1,Unnamed: 0,Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees,Affiliated Committee Id,Affiliated Committee Type,Affiliated Committee Name,Street one,Street two,City or town,State,ZIP code,lat,lon
3177,3177,3177,H2VA08160,"JORDAN, JEFF [REP/Candidate]",C,2,REP,12467.93,0,12467.93,0,0,0,0,11767.93,0,0,0,11767.93,700,VA,8,,,,,,0,0,06/30/2022,0,0,C00806661,H,THE FRIENDS OF JEFF JORDAN,2111 RICHMOND HWY,,ARLINGTON,VA,22202,38.8544791,-77.0519956
3178,3178,3178,H2VA08178,"TUNNELL, KEZIA [REP/Candidate]",C,2,REP,30689.86,0,30689.86,0,0,0,22705.86,0,0,0,0,0,7984,VA,8,,,,,,0,0,05/25/2022,0,0,C00812396,H,KEZIA TUNNELL FOR CONGRESS,1100 WYTHE STREET,BOX 25,ALEXANDRIA,VA,22314,38.81247813,-77.05035107
3179,3179,3179,H2VA10174,"CARPIO, MONICA [REP/Candidate]",C,2,REP,9712.75,0,9319.75,0,0,120.31,5000,0,0,0,0,0,4712.75,VA,8,,,,,,0,0,05/01/2022,0,0,C00780825,H,CARPIO FOR CONGRESS,P.O. BOX 393,,MCLEAN,VA,22101,38.93738,-77.177005
3180,3180,3180,H6VA08229,"WEBB, MICHAEL DAVID [REP/Candidate]",C,2,REP,0,0,0,0,0,474.16,0,0,0,0,0,0,0,VA,8,,,,,,0,0,12/31/2022,0,0,C00591537,H,FRIENDS FOR MIKE WEBB,955 S COLUMBUS ST,# 426,ARLINGTON,VA,22204,38.85477846,-77.11107083
3181,3181,3181,H2VA09085,"DEVAUGHAN, TAYSHA [DEM/Candidate]",C,1,DEM,58626.65,0,56151.45,0,0,2475.2,0,0,0,0,0,0,54211.9,VA,9,,,,,,3614.75,300,12/31/2022,0,0,C00799791,H,DEVAUGHAN FOR CONGRESS,904 LEIGH AVE,,PENNINGTON,VA,24277,36.75565079,-83.03449333
3182,3182,3182,H0VA09055,"GRIFFITH, H MORGAN [REP/Incumbent]",I,2,REP,813068.46,0,645273.73,0,421441.54,589236.27,0,0,0,0,0,0,291978.75,VA,9,,,,,,517070,0,12/31/2022,44.23,0,C00477240,H,MORGAN GRIFFITH FOR CONGRESS,PO BOX 361,,CHRISTIANSBURG,VA,24068,37.1674714,-80.4174063
3183,3183,3183,H2VA05075,"LOWE, KIMBERLY [REP/Candidate]",C,2,REP,66762.77,0,66762.77,0,0,0,58352.38,0,0,0,0,0,7210.39,VA,9,,,,,,0,0,12/31/2022,0,0,C00773838,H,KIMBERLY LOWE FOR CONGRESS,P.O. BOX 1133,,RICHMOND,VA,23218,37.53901,-77.437675
3184,3184,3184,H8VA10098,"STOVER, LINDSEY DAVIS [DEM/Candidate]",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,10,,,,,,0,0,03/31/2021,0,0,C00637892,H,LINDSEY FOR CONGRESS,P.O. BOX 508,,MCLEAN,VA,22101,38.93738,-77.177005
3185,3185,3185,H8VA10106,"WEXTON, JENNIFER [DEM/Incumbent]",I,1,DEM,3879207.28,306223.56,5764903.14,0,2140698.29,255002.43,0,0,0,0,0,0,2634503.3,VA,10,,,,,,888611.83,10497,12/31/2022,47012.84,900,C00638023,H,WEXTON FOR CONGRESS,PO BOX 650550,,STERLING,VA,20165,39.0426045,-77.354341
3186,3186,3186,H8VA10189,"AYYAS, SHADI [DEM/Candidate]",C,1,DEM,7529.18,0,7924.43,0,883.35,572.33,0,4100,0,0,0,34426.72,3310.3,VA,10,,,,,,0,0,12/31/2021,0,0,C00764316,H,AYYAS 2022,18325 WILD RASPBERRY DRIVE,,PURCELLVILLE,VA,20132,39.10519791,-77.76252794
3187,3187,3187,H0VA10186,"ANDREWS, ALISCIA [REP/Candidate]",C,2,REP,519.29,519.29,49446.3,0,154452.48,105525.47,0,0,0,0,0,63.58,0,VA,10,,,,,,0,0,12/31/2022,0,0,C00702936,H,ANDREWS FOR VA-10,PO BOX 30844,,BETHESDA,MD,20824,38.97859,-77.091475
3188,3188,3188,H0VA10194,"TRUONG, MATTHEW DO MR [REP/Candidate]",C,2,REP,0,0,1599.55,200,6842.94,5243.39,0,0,0,0,0,0,0,VA,10,,,,,,0,0,12/31/2022,0,0,C00728808,H,FRIENDS OF MATT TRUONG,207 E STAUNTON AVE,,STERLING,VA,20164,38.99407911,-77.41328639
3189,3189,3189,H2VA05117,"GIZINSKI, ADAM [REP/Candidate]",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,10,,,,,,0,0,02/17/2022,0,0,C00793414,H,ADAM GIZINSKI FOR CONGRESS,4625 SUDLEY ROAD,# 141,CATHARPIN,VA,20143,38.85455545,-77.57257867
3190,3190,3190,H2VA10141,"BEATTY, JOHN [REP/Candidate]",C,2,REP,74687.66,0,74687.66,0,0,0,1030,0,0,0,0,0,73645.66,VA,10,,,,,,0,0,09/30/2022,1595,0,C00775668,H,JOHN BEATTY FOR CONGRESS,P.O. BOX 253,,WATERFORD,VA,20197,39.18524,-77.610885
3191,3191,3191,H2VA10158,"PERCLE, CLAY [REP/Candidate]",C,2,REP,64756.34,0,64756.34,0,0,0,0,25000,0,23241.8,0,0,39733.18,VA,10,,,,,,0,0,02/18/2022,25,0,C00777888,H,CLAY FOR VIRGINIA,PO BOX 26141,,ALEXANDRIA,VA,22313,38.812515,-77.050435
3192,3192,3192,H2VA10182,"LAWSON, JEANINE M. [REP/Candidate]",C,2,REP,1011676.39,15867.15,1011676.39,0,0,0,0,0,0,0,0,0,946017.45,VA,10,,,,,,48215.45,0,08/31/2022,112276.67,6000,C00784629,H,LAWSON FOR CONGRESS,PO BOX 1153,,HAYMARKET,VA,20168,38.807225,-77.627715
3193,3193,3193,H2VA10190,"ELLIS, THERESA COATES MS [REP/Candidate]",C,2,REP,81258,0,81258,0,0,0,0,33300,0,238.91,0,0,47958,VA,10,,,,,,0,0,07/12/2022,0,0,C00786319,H,THERESA ELLIS FOR CONGRESS,PO BOX 12,,MANASSAS,VA,20110,38.75528,-77.470735
3194,3194,3194,H2VA10224,"MAX, CALEB J MR [REP/Candidate]",C,2,REP,237183.4,0,236682.21,0,0,501.19,0,142875.59,0,0,0,142875.59,90507.81,VA,10,,,,,,2000,0,12/31/2022,500,0,C00799304,H,MAX FOR CONGRESS,25 CATOCTIN CIR SE,PO BOX 4306,LEESBURG,VA,20177,39.10696058,-77.56587718
3195,3195,3195,H2VA10232,"HENLEY, JOHN ALLEN [REP/Candidate]",C,2,REP,54290.38,0,54290.38,0,0,0,3690.38,22000,0,0,0,22000,27600,VA,10,,,,,,1000,0,06/07/2022,0,0,C00800342,H,JOHN HENLEY FOR CONGRESS,10000 CRAWFORD LANE,,NOKESVILLE,VA,20181,38.74164581,-77.62787702
3196,3196,3196,H2VA10240,"CAO, HUNG [REP/Candidate]",C,2,REP,3304902.6,51139.88,3212421.81,2607.07,0,92480.79,96,0,0,0,0,0,3101740.72,VA,10,,,,,,141700,10175,12/31/2022,128723.08,5000,C00802488,H,CAO FOR CONGRESS,PO BOX 652,,PURCELLVILLE,VA,20134,39.13669,-77.71411
3197,3197,3197,H2VA10257,"MICHON, BRANDON [REP/Candidate]",C,2,REP,306620.43,0,306620.43,0,0,0,0,35000,0,35000,0,0,267545.24,VA,10,,,,,,3075,0,08/23/2022,20340,0,C00802561,H,BRANDON MICHON FOR VIRGINIA,P.O. BOX 547,,HAMILTON,VA,20159,39.135585,-77.66732
3198,3198,3198,H2VA10265,"TAYLOR, BROOKE [REP/Candidate]",C,2,REP,65910.25,14500,28858.44,0,0,37051.81,0,0,0,0,0,0,48510.25,VA,10,,,,,,2900,0,12/31/2022,0,0,C00803775,H,BROOKE TAYLOR FOR CONGRESS,PO BOX 731,,MIDDLEBURG,VA,20118,38.9695,-77.73657
3199,3199,3199,H2VA10273,"BECKWITH, DAVID [REP/Candidate]",C,2,REP,106628.42,0,106628.42,0,0,0,5869.7,70000,0,50141.93,0,0,30691.98,VA,10,,,,,,0,0,06/30/2022,0,0,C00804237,H,DAVE BECKWITH FOR CONGRESS,P.O. BOX 650398,,STERLING,VA,20165,39.0426045,-77.354341
3200,3200,3200,H2VA10281,"MAYHUGH, JEFFREY MICHAEL [REP/Candidate]",C,2,REP,11983.5,0,13527,0,0,-1543.5,1543.5,10440,0,0,0,10440,0,VA,10,,,,,,0,0,05/01/2022,0,0,C00812065,H,MAYHUGH FOR VA,7707 CERRO GORDO RD,,GAINESVILLE,VA,20155,38.78763484,-77.6771953
3201,3201,3201,H2VA11206,"CLANCY, MIKE [REP/Candidate]",C,2,REP,399376.04,0,399376.04,0,0,0,8138.73,224975,0,10028.25,0,0,163061.72,VA,10,,,,,,3200,0,07/25/2022,6355,0,C00789420,H,CLANCY FOR CONGRESS,PO BOX 26141,,ALEXANDRIA,VA,22313,38.812515,-77.050435
3202,3202,3202,H4VA10113,"WASINGER, ROBERT K [REP/Opponent]",O,2,REP,0,0,0,0,5,5,0,0,0,0,0,15092.63,0,VA,10,,,,,,0,0,12/31/2022,0,0,C00557603,H,WASINGER FOR CONGRESS,10638 TIMBERIDGE RD,,FAIRFAX STATION,VA,22039,38.72774518,-77.3139113
3203,3203,3203,H0VA11119,"MOHSINI, ZAINAB [DEM/Candidate]",C,1,DEM,14.36,0,1432.28,0,1417.92,0,11.76,0,0,0,0,0,0,VA,11,,,,,,0,0,03/31/2021,0,0,C00724625,H,FRIENDS OF ZAINAB MOHSINI,PO BOX 2240,,FAIRFAX,VA,22031,38.8707822,-77.2631424
3204,3204,3204,H2VA11198,"DALSIMER, ALLY [DEM/Candidate]",C,1,DEM,104157.43,0,104157.43,0,0,0,2802,21000,0,0,0,0,76707.15,VA,11,,,,,,0,0,09/30/2022,10,0,C00768655,H,ALLY FOR CONGRESS,P. O. BOX 1576,,SPRINGFIELD,VA,22151,38.80099,-77.179555
3205,3205,3205,H8VA11062,"CONNOLLY, GERALD EDWARD [DEM/Incumbent]",I,1,DEM,2101438.62,0,1840860.08,0,2891920.55,3152499.09,0,0,0,0,0,0,1247021.45,VA,11,,,,,,827890,10000,12/31/2022,5558.1,1800,C00445452,H,CONNOLLY FOR CONGRESS,PO BOX 563,,MERRIFIELD,VA,22116,38.87375,-77.23525
3206,3206,3206,H0VA11077,"HERRITY, PATRICK S [REP/Candidate]",C,2,REP,0,0,0,0,4675.54,4675.54,0,0,0,0,0,51687.18,0,VA,11,,,,,,0,0,12/31/2022,0,0,C00475335,H,PAT HERRITY FOR CONGRESS,PO BOX 2863,,SPRINGFIELD,VA,22152,38.78379,-77.23582
3207,3207,3207,H0VA11127,"ANANTATMULA, MANGA [REP/Candidate]",C,2,REP,79012.82,0,92839.06,0,13826.24,0,0,20000,0,22976.69,0,0,56002.82,VA,11,,,,,,1000,0,05/30/2022,1100,0,C00740449,H,MANGA FOR CONGRESS,P.O. BOX 503,GEORGETOWN PIKE,GREAT FALLS,VA,22066,38.9985679,-77.29965329
3208,3208,3208,H2VA11214,"CHAPPELL, MATTHEW LOUIS [REP/Candidate]",C,2,REP,48790,0,48790,0,0,0,0,24000,0,2468.54,0,21531.46,23290,VA,11,,,,,,0,0,12/31/2022,0,0,C00793232,H,MATTHEW CHAPPELL VA 11TH DISTRICT COMMITTEE,9004 PATTON BLVD,,ALEXANDRIA,VA,22309,38.71376471,-77.11988709
3209,3209,3209,H2VA11248,"BABB, JOSEPH RAY [REP/Candidate]",C,2,REP,8509.25,0,9098.71,0,2962.93,2373.47,19,7000,0,0,0,7000,1490.25,VA,11,,,,,,0,0,05/19/2022,0,0,C00801225,H,JOE BABB FOR CONGRESS COMMITTEE,PO BOX 523405,,SPRINGFIELD,VA,22152,38.78379,-77.23582
3210,3210,3210,H2VA11255,"MYLES, JAMES [REP/Candidate]",C,2,REP,235273.48,0,235273.48,375,0,0,25,6581.74,0,5405.42,0,0,221261.64,VA,11,,,,,,3471.8,3478.2,12/27/2022,2300,0,C00804781,H,MYLES FOR CONGRESS,5911 OAK RIDGE CT,,BURKE,VA,22015,38.79411317,-77.32197394
3211,3211,3211,H2VA11164,"GALDO, JOSEPH F [GRE/Candidate]",C,3,GRE,0,0,0,0,0.3,0.3,0,0,0,0,0,924.98,0,VA,11,,,,,,0,0,12/31/2022,0,0,C00507673,H,JOE GALDO FOR CONGRESS,4914 BEXLEY LANE,,FAIRFAX,VA,22032,38.81732312,-77.26692964
3212,3212,3212,H8VA11088,"PORTER, STEVAN MICHAEL MR. [LIB/Candidate]",C,3,LIB,261.8,0,280.23,0,148.57,130.14,8.95,0,0,200,0,1715,252.85,VA,11,,,,,,0,0,12/31/2022,0,0,C00631762,H,STEVAN PORTER FOR CONGRESS,905 VINE ST,,HERNDON,VA,20170,38.97030903,-77.39261972
3213,3213,3213,H2VA11222,"OLMACK, JERAMY [NON/Candidate]",C,3,NON,163.95,0,62.95,0,0,101,113.95,0,0,0,0,0,50,VA,11,,,,,,0,0,03/04/2022,0,0,C00799734,H,OLMACK FOR THE PEOPLE,7557 WHITEHALL DRIVE,,MANASSAS,VA,20111,38.79134446,-77.46335736
3214,3214,3214,H2VI00082,"PLASKETT, STACEY [DEM/Incumbent]",I,1,DEM,973302.12,5492.94,988750.66,0,62187.43,46738.89,0,0,0,0,0,24733.1,640934.37,VI,0,,,,,,325697.41,0,12/31/2022,6169.8,0,C00528182,H,VIRGIN ISLANDS FOR PLASKETT,PO BOX 1006,,FREDERIKSTED,VI,841,17.71457,-64.88293
3215,3215,3215,H2VT00144,"RAM HINSDALE, KESHA [DEM/Opponent]",O,1,DEM,551678.79,0,551678.79,0,0,0,0,0,0,0,0,0,522928.79,VT,0,,,,,,28750,0,09/30/2022,45341.18,0,C00800730,H,KESHA FOR VERMONT,PO BOX 4491,,BURLINGTON,VT,5406,44.455685,-73.208525
3216,3216,3216,H2VT01068,"GRAY, MOLLY [DEM/Opponent]",O,1,DEM,1209469.38,0,1205583.4,0,0,3885.98,0,0,0,0,0,0,1126148.14,VT,0,,,,,,82500,0,12/31/2022,100298,5000,C00796516,H,MOLLY FOR VERMONT,70 S WINOOSKI AVE,UNIT 221,BURLINGTON,VT,5401,44.4784376,-73.21112828
3217,3217,3217,H2VT01076,"BALINT, REBECCA 'BECCA' [DEM/Opponent]",O,1,DEM,1898995.83,35285.19,1867439.77,0,0,31556.06,0,0,0,0,0,11345.86,1602806.88,VT,0,,,,,,259936,0,12/31/2022,4298.17,0,C00797175,H,BECCA BALINT FOR VERMONT,P.O. BOX 291,,BURLINGTON,VT,5402,44.4810285,-73.2136056
3218,3218,3218,H2VT01092,"CLIFFORD, SIANAY CHASE [DEM/Opponent]",O,1,DEM,27176.17,0,27176.17,0,0,0,11394.84,0,0,0,0,0,15781.33,VT,0,,,,,,0,0,12/31/2022,0,0,C00809111,H,PEOPLE FOR SIANAY CLIFFORD,PO BOX 8267,,ESSEX JUNCTION,VT,5451,44.4908,-73.111
3219,3219,3219,H2VT01118,"MEYERS, LOUIS B [DEM/Opponent]",O,1,DEM,259459.73,0,259462.73,0,0,0,0,257976.38,0,223854.33,0,34125.05,1483.35,VT,0,,,,,,0,0,12/30/2022,0,0,C00813725,H,LOUIS MEYERS FOR CONGRESS,13 LEXINGTON GREEN,,SOUTH BURLINGTON,VT,5403,44.44422242,-73.18250592
3220,3220,3220,H6VT00160,"WELCH, PETER [DEM/Incumbent]",I,1,DEM,291890.96,0,2367156.2,2116628.57,2107306.54,32041.3,0,0,0,0,0,0,80547,VT,0,,,,,,174832.75,0,12/31/2022,6803.67,8000,C00413179,H,WELCH FOR CONGRESS,PO BOX 1682,,BURLINGTON,VT,5401,44.4835704,-73.211384
3221,3221,3221,H8VT01065,"TYNIO, NATASHA [REP/Opponent]",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,VT,0,,,,,,0,0,06/30/2021,0,0,C00747493,H,ANYA TYNIO FOR CONGRESS,P.O. BOX 794,,DERBY,VT,5829,44.9529894,-72.1353345
3222,3222,3222,H2VT01100,"MADDEN, LIAM [IND/Opponent]",O,3,IND,47659.85,0,42114.66,0,0,5545.19,0,0,0,0,0,0,47659.85,VT,0,,,,,,0,0,11/28/2022,0,0,C00812008,H,LIAM MADDEN FOR CONGRESS COMMITTEE,30 MEETING HOUSE RD.,,BELLOWS FALLS VT,VT,5101,43.18845009,-72.49051561
3223,3223,3223,H2VT01084,"REDIC, ERICKA L MRS. [LIB/Opponent]",O,3,LIB,29760.44,0,29491.08,0,0,269.36,45,0,0,0,0,0,29000.79,VT,0,,,,,,500,0,12/12/2022,250,0,C00801266,H,ERICKA REDIC FOR CONGRESS,70 S WINOOSKI AVE #114,,BURLINGTON,VT,5401,44.4784376,-73.21112828
3224,3224,3224,H0VT01070,"TUTHILL, JUSTIN [NNE/Candidate]",C,3,NNE,0,0,0,0,0,0,0,0,0,0,0,0,0,VT,0,,,,,,0,0,08/02/2022,0,0,,,,,,,,,29.25539,93.63811
3225,3225,3225,H0WA08046,"DELBENE, SUZAN K [DEM/Incumbent]",I,1,DEM,2502763.72,0,3162336.94,0,1339117.96,679544.74,0,0,0,0,0,495000,1081640.46,WA,1,,,,,,1406325,0,12/31/2022,11415,0,C00459099,H,DELBENE FOR CONGRESS,PO BOX 477,,KIRKLAND,WA,98083,47.678637,-122.1954756
3226,3226,3226,H0WA01124,"CHARTRAND, DEREK [REP/Candidate]",C,2,REP,3700.22,0,4095.85,0,564.84,169.21,0,1160,0,0,0,4035,2445.22,WA,1,,,,,,0,0,12/31/2022,0,0,C00746917,H,CHARTRAND FOR CONGRESS,PO BOX 3521,,REDMOND,WA,98073,47.678505,-122.1245
3227,3227,3227,H2WA01252,"CAVALERI, VINCENT [REP/Candidate]",C,2,REP,185847.78,0,179497.73,0,0,6350.05,2375,0,0,0,0,0,172268.78,WA,1,,,,,,0,11204,12/31/2022,0,0,C00789644,H,CAVALERI FOR CONGRESS,13300 BOTHELL EVERETT HWY,STE 303 PMB 601,MILL CREEK,WA,98012,47.87690912,-122.2116948
3228,3228,3228,H8WA01077,"BEELER, JEFFREY ALLEN SR. [REP/Candidate]",C,2,REP,660,0,3869.37,0,4039.58,830.21,0,0,0,0,0,0,575,WA,1,,,,,,0,0,12/31/2022,0,0,C00680264,H,BEELER4CONGRESS,PO BOX 94,,SULTAN,WA,98294,47.868195,-121.814825
3229,3229,3229,H0WA02080,"LARSEN, RICK [DEM/Incumbent]",I,1,DEM,1697229.23,0,1766116.9,0,329202.64,260314.97,0,0,0,0,0,0,612002.65,WA,2,,,,,,1077091.52,1500,12/31/2022,700,5000,C00345546,H,CITIZENS TO ELECT RICK LARSEN,PO BOX 326,,EVERETT,WA,98206,48.01306,-122.3190189
3230,3230,3230,H0WA02189,"CALL, JASON [DEM/Candidate]",C,1,DEM,185455.69,0,185951.24,0,495.55,0,0,0,0,0,0,0,181125.64,WA,2,,,,,,1700.62,0,10/12/2022,444.84,0,C00765180,H,ELECT JASON CALL FOR CONGRESS,PO BOX 1887,,MARYSVILLE,WA,98270,48.05542,-122.17673
3231,3231,3231,H0WA02197,"HAZELO, TIMOTHY SCOTT [REP/Candidate]",C,2,REP,100,0,256.2,0,156.2,0,0,100,0,6.21,0,0,0,WA,2,,,,,,0,0,06/30/2021,0,0,C00737387,H,TIMHAZELOFORCONGRESS,730 SOUNDVIEW LN,,OAK HARBOR,WA,98277,48.37875332,-122.6532446
3232,3232,3232,H2WA02177,"MATTHEWS, DAN [REP/Candidate]",C,2,REP,145529.16,0,145529.16,0,0,0,1660.41,95000,0,0,0,0,41866.92,WA,2,,,,,,0,7000,12/31/2022,0,0,C00815332,H,DAN MATTHEWS FOR CONGRESS 2022,520 17TH PL,,MUKILTEO,WA,98275,47.9360064,-122.3050567
3233,3233,3233,H2WA02219,"JOHNSON, LEIF D [REP/Candidate]",C,2,REP,26524.67,0,40460.47,0,600,54.75,7268.71,3105.65,0,0,0,16496.2,16150.31,WA,2,,,,,,0,0,12/31/2022,0,0,C00781658,H,CITIZENS FOR LEIF JOHNSON FOR CONGRESS,850 HOLLOW RD,,GREENBANK,WA,98253,48.05993016,-122.5694991
3234,3234,3234,H2WA03134,"HENNRICH, BRENT WILLIAM [DEM/Candidate]",C,1,DEM,99291.84,0,96669.62,0,0,2622.22,3945.52,0,0,0,0,0,95346.32,WA,3,,,,,,0,0,12/31/2022,0,0,C00771436,H,BRENT HENNRICH FOR WASHINGTON,PO BOX 820070,,VANCOUVER,WA,98682,45.67862,-122.5146473
3235,3235,3235,H2WA03142,"LAUSER, LUCY ESTHER JOAN [DEM/Candidate]",C,1,DEM,749.19,0,749.19,0,0,0,0,0,0,0,0,0,499.19,WA,3,,,,,,250,0,12/31/2021,0,0,C00772608,H,LUCY LAUSER FOR CONGRESS,440 NE 5TH AVE #921,,CAMAS,WA,98607,45.58649063,-122.4040677
3236,3236,3236,H2WA03217,"GLUESENKAMP PEREZ, MARIE [DEM/Candidate]",C,1,DEM,3924093.95,98500,3857780.82,0,0,66313.13,0,0,0,0,0,13000,3610839.18,WA,3,,,,,,194604.77,2800,12/31/2022,26188.61,3000,C00806174,H,MARIE FOR CONGRESS,PO BOX 1164,,WASHOUGAL,WA,98671,45.58359,-122.35465
3237,3237,3237,H8WA03198,"LONG, CAROLYN N. [DEM/Candidate]",C,1,DEM,12613.62,0,23032.39,0,18006.63,7587.86,0,0,0,0,0,0,0,WA,3,,,,,,0,0,12/31/2022,6772.66,0,C00660472,H,ELECT CAROLYN LONG,PO BOX  821288,,VANCOUVER,WA,98682,45.67862,-122.5146473
3238,3238,3238,H0WA03138,"CASTILLO, DAVID B [REP/Opponent]",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,30519.83,0,WA,3,,,,,,0,0,12/31/2022,0,0,C00460980,H,CASTILLO FOR CONGRESS,P O BOX 57,,NEW PORT RICHEY,FL,34656,28.249765,-82.70602
3239,3239,3239,H0WA03187,"HERRERA BEUTLER, JAIME [REP/Incumbent]",I,2,REP,3796689.39,359211.31,3868029.3,0,86164.26,14824.35,0,0,0,0,0,29532.48,2084693.37,WA,3,,,,,,1325279.94,10000,12/31/2022,480116.26,226161.82,C00472704,H,JAIME FOR CONGRESS,PO BOX 1614,,RIDGEFIELD,WA,98642,45.818445,-122.74291
3240,3240,3240,H2WA03100,"KENT, JOSEPH [REP/Candidate]",C,2,REP,3816390.01,138974,3763483.82,0,0,52906.19,44866.89,205000,0,0,0,205000,3098250.38,WA,3,,,,,,169200,5000,12/31/2022,49267.7,7254.27,C00771394,H,JOE KENT FOR CONGRESS,PO BOX 2133,,BATTLE GROUND,WA,98604,45.77945,-122.53218
3241,3241,3241,H2WA03118,"YAKHOUR, WADI [REP/Candidate]",C,2,REP,37136,0,37136,0,0,0,50,25000,50,7148.67,50,0,12036,WA,3,,,,,,0,0,09/21/2021,3900,0,C00769570,H,WADI YAKHOUR FOR CONGRESS,4340 REDWOOD HIGHWAY,F119,SAN RAFAEL,CA,94903,38.01609478,-122.540699
3242,3242,3242,H2WA03126,"ST. JOHN, HEIDI [REP/Candidate]",C,2,REP,1056995.15,0,1056995.15,0,0,0,0,0,0,0,0,0,1044603.62,WA,3,,,,,,6000,0,12/31/2022,79526.21,0,C00770008,H,FRIENDS OF HEIDI ST. JOHN,PO BOX 2828,,BATTLE GROUND,WA,98694,45.78092,-122.5331
3243,3243,3243,H2WA03183,"FRENCH, LESLIE LEIGH [REP/Candidate]",C,2,REP,75106.53,0,74114.76,950,0,991.77,940,71500,0,25986.2,0,50918.58,1781.38,WA,3,,,,,,0,0,12/31/2022,0,0,C00791442,H,FRENCH FOR CONGRESS COMMITTEE,5612 OCEAN BEACH HWY,STE 104,LONGVIEW,WA,98632,46.17157111,-123.0158031
3244,3244,3244,H2WA03191,"KRAFT, VICKI CALDWELL [REP/Candidate]",C,2,REP,73317.97,0,73317.97,0,0,0,1017.41,17000,0,0,0,0,55300.56,WA,3,,,,,,0,0,09/30/2022,700,0,C00797225,H,VICKI KRAFT FOR CONGRESS,P.O. BOX 820211,,VANCOUVER,WA,98682,45.67862,-122.5146473
3245,3245,3245,H2WA04199,"WHITE, DOUG [DEM/Candidate]",C,1,DEM,774333.86,0,752778.95,0,0,21554.91,0,0,0,0,0,0,759397.91,WA,4,,,,,,12982.04,1300,12/31/2022,1675,0,C00791491,H,DOUG WHITE FOR CONGRESS,PO BOX 9674,,YAKIMA,WA,98909,46.57064192,-120.5084305
3246,3246,3246,H6WA04141,"MCKINLEY, DOUGLAS E. JR. [DEM/Candidate]",C,1,DEM,596.75,0,4036.33,3982.04,3490.58,0,0,0,0,0,0,0,0,WA,4,,,,,,0,0,11/16/2021,0,0,C00743880,H,DOUGLAS MCKINLEY FOR CONGRESS,PO BOX 1880,,RICHLAND,WA,99352,46.272495,-119.2952071
3247,3247,3247,H2WA04157,"KLIPPERT, BRADLEY [REP/Candidate]",C,2,REP,42974,0,42969,0,0,0,180,0,0,0,0,0,41534,WA,4,,,,,,0,950,12/31/2022,2620,0,C00771154,H,KLIPPERT FOR CONGRESS,P.O. BOX 6485,,KENNEWICK,WA,99336,46.204945,-119.113535
3248,3248,3248,H2WA04165,"SESSLER, JERROD [REP/Candidate]",C,2,REP,534788.23,0,532742.55,0,0,2045.68,54127.4,351000,0,0,0,474454.19,121660.83,WA,4,,,,,,0,0,12/31/2022,0,0,C00773101,H,JERROD SESSLER FOR CONGRESS,600 8TH ST,,PROSSER,WA,99350,46.20769128,-119.7678029
3249,3249,3249,H2WA04173,"CULP, LOREN [REP/Candidate]",C,2,REP,349581.75,0,349581.75,0,0,0,837,0,0,0,0,0,328370.15,WA,4,,,,,,18400,0,11/23/2022,19545,5000,C00777490,H,CULP FOR CONGRESS,PO BOX 726,,MOSES LAKE,WA,98837,47.1240154,-119.2599876
3250,3250,3250,H2WA14016,"GIBSON, COREY [REP/Candidate]",C,2,REP,161431.44,0,192862.33,0,0,0,192,4400,0,0,0,0,156839.11,WA,4,,,,,,0,0,12/31/2022,1,0,C00786541,H,SEND COREY 2022,114 EAST NACHESE AVENUE,SUITE 959,SELAH,WA,98942,46.65401246,-120.529364
3251,3251,3251,H4WA04104,"NEWHOUSE, DAN [REP/Incumbent]",I,2,REP,2148295.38,0,2433413.22,0,299718.9,14601.06,0,0,0,0,0,0,952089.92,WA,4,,,,,,1196205.46,0,12/31/2022,7191.34,22500,C00699462,N,NEWHOUSE VICTORY FUND,PO BOX 2219,,SNOHOMISH,WA,98291,47.9278014,-122.0986931
3252,3252,3252,H2WA05097,"DANIMUS, ANN MARIE [DEM/Candidate]",C,1,DEM,191226.38,0,190736.38,0,0,490,16270.13,11637,3000,4619,1150,15055,160201.05,WA,5,,,,,,0,0,12/31/2022,500,0,C00791236,H,COMMITTEE TO ELECT ANN MARIE DANIMUS,1419 N ARGONNE RD,,SPOKANE VALLEY,WA,99212,47.66995901,-117.2828375
3253,3253,3253,H2WA05105,"HILL, NATASHA [DEM/Candidate]",C,1,DEM,377499.11,0,377499.11,0,0,0,1098.66,10000,0,10000,0,0,347144.01,WA,5,,,,,,17756.44,1500,12/31/2022,0,0,C00792762,H,NATASHA HILL,PO BOX 3401,,SPOKANE,WA,99201,47.667155,-117.431895
